transaction_id,merchant_id,customer_id,amount,payment_method,status,hour,retry_count,checkout_started,checkout_completed,revenue,revenue_lost
TXN001555,M005,C008330,9103.98,UPI,captured,5,2,1,1,9103.98,0.0
TXN001556,M003,C001076,1614.66,CARD,captured,6,1,1,1,1614.66,0.0
TXN001557,M003,C001749,212.3,CARD,captured,7,1,1,1,212.3,0.0
TXN001558,M001,C001476,1601.89,UPI,failed,6,0,1,0,0.0,1601.89
TXN001559,M002,C006946,3283.52,UPI,failed,8,0,0,0,0.0,3283.52
TXN001560,M004,C004958,444.87,UPI,captured,7,0,1,1,444.87,0.0
TXN001561,M002,C003905,1078.79,UPI,captured,17,0,1,1,1078.79,0.0
TXN001562,M005,C000449,3534.32,UPI,captured,17,0,1,1,3534.32,0.0
TXN001563,M003,C000069,852.6,CARD,captured,21,0,1,1,852.6,0.0
TXN001564,M001,C007097,1107.59,CARD,captured,4,0,0,0,1107.59,0.0
TXN001565,M001,C004909,2501.49,UPI,captured,10,0,1,1,2501.49,0.0
TXN001566,M004,C007370,480.28,UPI,captured,3,0,1,1,480.28,0.0
TXN001567,M002,C007742,1326.89,CARD,captured,3,0,1,1,1326.89,0.0
TXN001568,M004,C001191,615.61,CARD,captured,8,1,1,1,615.61,0.0
TXN001569,M003,C001741,1080.82,CARD,captured,3,0,0,0,1080.82,0.0
TXN001570,M004,C003193,1618.79,UPI,captured,22,1,1,1,1618.79,0.0
TXN001571,M001,C003893,3128.32,CARD,captured,13,0,1,1,3128.32,0.0
TXN001572,M001,C008289,1719.81,NETBANKING,captured,13,1,1,1,1719.81,0.0
TXN001573,M005,C009707,852.25,UPI,captured,6,1,1,1,852.25,0.0
TXN001574,M005,C006044,3490.41,CARD,captured,20,0,1,1,3490.41,0.0
TXN001575,M003,C001077,2191.39,NETBANKING,captured,3,0,1,1,2191.39,0.0
TXN001576,M002,C000009,283.35,CARD,captured,18,0,1,1,283.35,0.0
TXN001577,M004,C000251,2618.54,UPI,captured,6,0,1,1,2618.54,0.0
TXN001578,M003,C008552,1410.83,UPI,captured,0,0,0,0,1410.83,0.0
TXN001579,M005,C002397,1304.66,NETBANKING,captured,8,1,1,1,1304.66,0.0
TXN001580,M004,C000124,3471.51,UPI,captured,4,1,1,1,3471.51,0.0
TXN001581,M005,C009021,1137.46,UPI,captured,4,0,1,1,1137.46,0.0
TXN001582,M004,C009627,2738.92,CARD,captured,6,0,1,1,2738.92,0.0
TXN001583,M002,C007673,3721.61,NETBANKING,captured,12,0,1,1,3721.61,0.0
TXN001584,M003,C002078,1407.79,WALLET,captured,5,0,1,1,1407.79,0.0
TXN001585,M004,C009308,1915.8,UPI,captured,6,0,1,1,1915.8,0.0
TXN001586,M001,C000596,2333.69,NETBANKING,captured,21,1,1,1,2333.69,0.0
TXN001587,M001,C003087,1939.11,UPI,captured,10,0,0,0,1939.11,0.0
TXN001588,M004,C006965,2728.41,UPI,captured,5,3,1,1,2728.41,0.0
TXN001589,M004,C001745,580.84,CARD,captured,10,1,1,1,580.84,0.0
TXN001590,M004,C000023,801.81,NETBANKING,captured,1,1,1,1,801.81,0.0
TXN001591,M001,C008518,488.99,UPI,captured,16,0,0,0,488.99,0.0
TXN001592,M001,C004973,5160.67,CARD,captured,17,0,1,1,5160.67,0.0
TXN001593,M004,C008155,350.51,UPI,captured,15,1,1,1,350.51,0.0
TXN001594,M005,C000263,3852.86,UPI,captured,7,0,1,1,3852.86,0.0
TXN001595,M005,C001586,1954.34,WALLET,captured,0,0,0,0,1954.34,0.0
TXN001596,M002,C000433,664.5,WALLET,captured,20,0,1,1,664.5,0.0
TXN001597,M003,C008752,484.4,UPI,captured,23,0,1,1,484.4,0.0
TXN001598,M005,C006312,1299.31,UPI,captured,22,0,0,0,1299.31,0.0
TXN001599,M001,C009895,1119.29,NETBANKING,failed,15,0,1,0,0.0,1119.29
TXN001600,M005,C002489,1837.93,UPI,captured,1,0,1,1,1837.93,0.0
TXN001601,M002,C005695,230.54,UPI,captured,3,1,1,1,230.54,0.0
TXN001602,M002,C006072,1151.88,WALLET,captured,12,0,0,0,1151.88,0.0
TXN001603,M003,C000214,664.31,UPI,captured,7,0,1,1,664.31,0.0
TXN001604,M005,C009858,3719.01,UPI,captured,8,1,1,1,3719.01,0.0
TXN001605,M001,C007024,1858.35,CARD,captured,5,1,1,1,1858.35,0.0
TXN001606,M001,C007922,892.47,CARD,captured,15,1,0,0,892.47,0.0
TXN001607,M004,C003479,4175.69,UPI,captured,0,1,0,0,4175.69,0.0
TXN001608,M001,C002798,945.25,UPI,captured,3,1,1,1,945.25,0.0
TXN001609,M003,C009234,1232.44,WALLET,captured,15,1,1,1,1232.44,0.0
TXN001610,M003,C002392,1663.14,UPI,captured,21,0,0,0,1663.14,0.0
TXN001611,M001,C005366,2772.21,CARD,captured,15,0,1,1,2772.21,0.0
TXN001612,M001,C009276,1352.23,CARD,captured,16,1,1,1,1352.23,0.0
TXN001613,M004,C005762,4172.68,UPI,failed,0,0,1,0,0.0,4172.68
TXN001614,M001,C007217,971.23,UPI,captured,9,0,1,1,971.23,0.0
TXN001615,M004,C001951,611.1,WALLET,captured,8,0,1,1,611.1,0.0
TXN001616,M004,C006824,4788.86,UPI,failed,21,0,1,1,0.0,4788.86
TXN001617,M001,C000848,1042.38,UPI,captured,2,0,1,1,1042.38,0.0
TXN001618,M002,C005503,2152.98,UPI,failed,10,0,1,0,0.0,2152.98
TXN001619,M002,C007477,2476.59,NETBANKING,captured,5,0,1,1,2476.59,0.0
TXN001620,M004,C004672,7088.08,UPI,captured,3,1,1,1,7088.08,0.0
TXN001621,M001,C008737,1056.08,UPI,captured,9,1,1,1,1056.08,0.0
TXN001622,M002,C004154,2042.92,CARD,captured,14,0,1,1,2042.92,0.0
TXN001623,M001,C002112,715.95,UPI,captured,12,0,1,1,715.95,0.0
TXN001624,M001,C002173,911.43,UPI,captured,12,1,1,1,911.43,0.0
TXN001625,M001,C008572,730.53,UPI,failed,1,2,1,0,0.0,730.53
TXN001626,M005,C009354,2637.43,CARD,captured,1,1,1,1,2637.43,0.0
TXN001627,M001,C000066,2795.73,UPI,captured,11,1,1,1,2795.73,0.0
TXN001628,M005,C005299,1799.18,UPI,captured,19,1,1,1,1799.18,0.0
TXN001629,M004,C000798,720.11,NETBANKING,captured,9,1,1,1,720.11,0.0
TXN001630,M002,C005291,795.72,NETBANKING,captured,2,0,1,1,795.72,0.0
TXN001631,M002,C000632,763.96,NETBANKING,captured,18,0,1,1,763.96,0.0
TXN001632,M002,C009560,1782.08,CARD,captured,5,0,0,0,1782.08,0.0
TXN001633,M002,C003259,378.11,UPI,captured,7,0,1,1,378.11,0.0
TXN001634,M002,C007102,975.21,UPI,captured,2,0,1,1,975.21,0.0
TXN001635,M002,C008419,458.85,WALLET,captured,1,0,1,1,458.85,0.0
TXN001636,M002,C007434,2008.41,CARD,captured,5,0,1,1,2008.41,0.0
TXN001637,M004,C008384,606.14,UPI,captured,7,0,1,1,606.14,0.0
TXN001638,M001,C002800,6415.67,UPI,captured,22,1,1,1,6415.67,0.0
TXN001639,M003,C005726,3091.12,UPI,captured,8,0,1,1,3091.12,0.0
TXN001640,M005,C001150,1247.3,CARD,captured,20,0,1,1,1247.3,0.0
TXN001641,M003,C003004,1864.53,UPI,failed,21,1,1,0,0.0,1864.53
TXN001642,M003,C003546,1948.3,CARD,captured,4,1,1,1,1948.3,0.0
TXN001643,M001,C000020,621.3,UPI,captured,14,0,1,1,621.3,0.0
TXN001644,M001,C008625,3606.65,CARD,captured,0,0,1,1,3606.65,0.0
TXN001645,M001,C001000,1240.71,UPI,captured,13,0,1,1,1240.71,0.0
TXN001646,M002,C002659,724.63,UPI,captured,23,1,1,1,724.63,0.0
TXN001647,M004,C002535,2065.79,CARD,captured,23,0,1,1,2065.79,0.0
TXN001648,M002,C004426,545.52,UPI,failed,8,1,1,0,0.0,545.52
TXN001649,M004,C001691,2263.5,CARD,captured,4,0,1,1,2263.5,0.0
TXN001650,M004,C007475,1762.37,WALLET,captured,15,0,0,0,1762.37,0.0
TXN001651,M003,C006329,796.31,NETBANKING,captured,10,0,1,1,796.31,0.0
TXN001652,M003,C008527,2878.98,CARD,failed,9,0,1,0,0.0,2878.98
TXN001653,M004,C002554,2354.88,UPI,captured,20,0,1,1,2354.88,0.0
TXN001654,M004,C002511,1035.37,UPI,captured,6,3,1,1,1035.37,0.0
TXN001655,M002,C006053,2061.62,WALLET,captured,14,0,1,1,2061.62,0.0
TXN001656,M002,C007139,461.4,UPI,captured,1,0,1,1,461.4,0.0
TXN001657,M003,C001872,1984.66,UPI,captured,6,1,0,0,1984.66,0.0
TXN001658,M001,C001605,416.88,NETBANKING,captured,20,0,1,1,416.88,0.0
TXN001659,M004,C009749,1484.32,UPI,captured,15,0,1,1,1484.32,0.0
TXN001660,M002,C007144,2324.84,NETBANKING,captured,15,2,1,1,2324.84,0.0
TXN001661,M003,C008981,1755.9,UPI,captured,18,0,1,1,1755.9,0.0
TXN001662,M002,C000642,4641.08,UPI,captured,9,1,1,1,4641.08,0.0
TXN001663,M004,C007303,710.01,CARD,captured,12,0,1,1,710.01,0.0
TXN001664,M004,C007371,1857.5,CARD,captured,0,0,1,1,1857.5,0.0
TXN001665,M005,C003107,243.25,CARD,captured,18,0,1,1,243.25,0.0
TXN001666,M001,C009644,889.14,UPI,captured,14,1,1,1,889.14,0.0
TXN001667,M005,C002990,1051.4,NETBANKING,captured,15,2,0,0,1051.4,0.0
TXN001668,M003,C004919,4693.29,UPI,captured,14,0,1,1,4693.29,0.0
TXN001669,M002,C004304,1314.37,UPI,captured,14,0,1,1,1314.37,0.0
TXN001670,M003,C009071,2780.77,CARD,captured,1,2,1,1,2780.77,0.0
TXN001671,M004,C007743,649.68,UPI,captured,7,1,1,1,649.68,0.0
TXN001672,M005,C002390,1026.25,CARD,captured,14,0,0,0,1026.25,0.0
TXN001673,M005,C001613,685.82,UPI,captured,23,2,1,1,685.82,0.0
TXN001674,M005,C007633,604.83,NETBANKING,captured,23,0,1,1,604.83,0.0
TXN001675,M003,C003465,638.94,UPI,captured,23,0,1,1,638.94,0.0
TXN001676,M004,C006981,819.63,UPI,failed,19,0,1,1,0.0,819.63
TXN001677,M002,C008763,6864.99,UPI,captured,4,1,1,1,6864.99,0.0
TXN001678,M002,C009367,1278.2,CARD,captured,13,0,1,1,1278.2,0.0
TXN001679,M003,C005740,453.85,UPI,captured,5,0,1,1,453.85,0.0
TXN001680,M005,C005227,880.57,CARD,captured,15,0,1,1,880.57,0.0
TXN001681,M001,C005259,3020.67,CARD,captured,4,0,1,1,3020.67,0.0
TXN001682,M003,C000280,764.04,UPI,captured,22,0,1,1,764.04,0.0
TXN001683,M003,C006216,4403.24,UPI,failed,7,0,1,0,0.0,4403.24
TXN001684,M004,C002671,3052.47,NETBANKING,captured,15,0,1,1,3052.47,0.0
TXN001685,M002,C005858,1146.58,UPI,captured,6,0,1,1,1146.58,0.0
TXN001686,M003,C002154,792.51,CARD,captured,12,3,1,1,792.51,0.0
TXN001687,M003,C007669,626.01,CARD,failed,9,0,1,0,0.0,626.01
TXN001688,M005,C006303,1562.31,CARD,captured,9,0,0,0,1562.31,0.0
TXN001689,M005,C005270,1866.81,UPI,failed,19,0,1,1,0.0,1866.81
TXN001690,M001,C004110,3912.81,NETBANKING,captured,8,0,1,1,3912.81,0.0
TXN001691,M004,C002053,1781.91,UPI,captured,10,0,1,1,1781.91,0.0
TXN001692,M001,C003067,1010.4,NETBANKING,captured,16,3,1,1,1010.4,0.0
TXN001693,M005,C009050,4021.82,CARD,captured,2,1,1,1,4021.82,0.0
TXN001694,M002,C007247,2579.66,CARD,captured,20,1,0,0,2579.66,0.0
TXN001695,M005,C007773,772.69,WALLET,captured,5,0,1,1,772.69,0.0
TXN001696,M004,C005887,1253.29,UPI,captured,6,0,1,1,1253.29,0.0
TXN001697,M005,C008969,2271.89,UPI,captured,12,0,1,1,2271.89,0.0
TXN001698,M004,C007546,1709.43,UPI,captured,6,0,1,1,1709.43,0.0
TXN001699,M004,C003449,598.07,UPI,captured,9,1,1,1,598.07,0.0
TXN001700,M004,C007314,1541.78,UPI,captured,3,0,1,1,1541.78,0.0
TXN001701,M004,C007823,780.15,UPI,captured,16,0,1,1,780.15,0.0
TXN001702,M004,C001556,1409.23,UPI,captured,10,1,1,1,1409.23,0.0
TXN001703,M002,C005690,473.56,NETBANKING,captured,2,0,1,1,473.56,0.0
TXN001704,M001,C003368,656.73,UPI,failed,0,0,1,0,0.0,656.73
TXN001705,M003,C000578,7178.97,UPI,captured,23,2,1,1,7178.97,0.0
TXN001706,M001,C005517,952.42,NETBANKING,captured,8,1,1,1,952.42,0.0
TXN001707,M004,C002523,3264.18,UPI,captured,22,0,1,1,3264.18,0.0
TXN001708,M002,C005694,1211.13,UPI,failed,20,0,1,1,0.0,1211.13
TXN001709,M005,C000046,511.66,CARD,failed,5,0,0,0,0.0,511.66
TXN001710,M002,C005725,564.55,WALLET,captured,22,0,1,1,564.55,0.0
TXN001711,M004,C000981,710.26,CARD,captured,10,1,0,0,710.26,0.0
TXN001712,M002,C005548,7454.6,CARD,captured,17,0,1,1,7454.6,0.0
TXN001713,M002,C003295,1113.33,UPI,captured,5,1,1,1,1113.33,0.0
TXN001714,M004,C005989,1548.21,UPI,captured,1,0,1,1,1548.21,0.0
TXN001715,M002,C002115,2310.98,CARD,captured,0,3,1,1,2310.98,0.0
TXN001716,M003,C008818,2005.55,CARD,captured,16,0,1,1,2005.55,0.0
TXN001717,M003,C003555,2675.77,UPI,failed,19,0,0,0,0.0,2675.77
TXN001718,M002,C007730,879.77,UPI,captured,10,0,1,1,879.77,0.0
TXN001719,M005,C000258,519.53,NETBANKING,failed,3,0,0,0,0.0,519.53
TXN001720,M004,C004044,629.14,UPI,captured,18,0,0,0,629.14,0.0
TXN001721,M003,C006952,393.27,CARD,captured,9,0,1,1,393.27,0.0
TXN001722,M005,C000253,883.47,UPI,captured,8,0,1,1,883.47,0.0
TXN001723,M002,C005701,67.97,UPI,captured,8,1,1,1,67.97,0.0
TXN001724,M005,C009405,2391.51,UPI,failed,19,1,1,0,0.0,2391.51
TXN001725,M001,C006297,2116.83,UPI,captured,2,0,1,1,2116.83,0.0
TXN001726,M003,C002125,613.77,CARD,failed,7,0,1,0,0.0,613.77
TXN001727,M002,C006847,445.19,UPI,captured,14,0,1,1,445.19,0.0
TXN001728,M004,C008917,4547.51,NETBANKING,captured,10,2,1,1,4547.51,0.0
TXN001729,M002,C004664,2902.1,UPI,captured,16,0,1,1,2902.1,0.0
TXN001730,M004,C005875,1090.18,UPI,captured,11,1,1,1,1090.18,0.0
TXN001731,M002,C009370,780.48,UPI,captured,8,1,1,1,780.48,0.0
TXN001732,M005,C002203,1380.82,WALLET,captured,6,0,1,1,1380.82,0.0
TXN001733,M005,C002842,422.96,CARD,captured,17,1,1,1,422.96,0.0
TXN001734,M005,C000271,1693.2,UPI,captured,11,0,1,1,1693.2,0.0
TXN001735,M001,C008754,511.99,UPI,captured,14,0,0,0,511.99,0.0
TXN001736,M004,C005510,197.81,CARD,captured,22,0,1,1,197.81,0.0
TXN001737,M005,C003140,698.5,UPI,captured,22,0,1,1,698.5,0.0
TXN001738,M001,C001694,594.63,WALLET,captured,13,0,1,1,594.63,0.0
TXN001739,M004,C009037,5684.69,NETBANKING,captured,5,0,1,1,5684.69,0.0
TXN001740,M002,C003624,5114.11,NETBANKING,captured,2,0,1,1,5114.11,0.0
TXN001741,M001,C004995,548.36,CARD,captured,18,0,1,1,548.36,0.0
TXN001742,M003,C007081,1236.36,CARD,failed,19,0,1,0,0.0,1236.36
TXN001743,M001,C009295,792.31,UPI,captured,17,3,1,1,792.31,0.0
TXN001744,M001,C000751,5826.92,UPI,captured,17,0,0,0,5826.92,0.0
TXN001745,M004,C007740,312.27,UPI,captured,18,0,1,1,312.27,0.0
TXN001746,M002,C004414,1943.21,UPI,captured,9,2,1,1,1943.21,0.0
TXN001747,M003,C008015,3723.37,UPI,failed,20,1,1,1,0.0,3723.37
TXN001748,M005,C009965,865.63,UPI,captured,11,2,1,1,865.63,0.0
TXN001749,M005,C002087,1364.96,UPI,failed,19,0,1,1,0.0,1364.96
TXN001750,M001,C005702,3110.31,CARD,captured,5,0,1,1,3110.31,0.0
TXN001751,M004,C003866,552.5,UPI,captured,0,0,1,1,552.5,0.0
TXN001752,M004,C008699,2228.84,CARD,captured,5,0,1,1,2228.84,0.0
TXN001753,M005,C000329,388.1,UPI,captured,20,0,0,0,388.1,0.0
TXN001754,M003,C009907,373.8,WALLET,captured,19,0,1,1,373.8,0.0
TXN001755,M002,C008414,2645.15,CARD,captured,8,0,1,1,2645.15,0.0
TXN001756,M003,C003888,617.97,CARD,captured,5,0,1,1,617.97,0.0
TXN001757,M002,C006817,1546.07,CARD,captured,23,1,0,0,1546.07,0.0
TXN001758,M005,C006317,521.91,UPI,captured,22,1,0,0,521.91,0.0
TXN001759,M002,C009171,1676.54,CARD,captured,2,0,1,1,1676.54,0.0
TXN001760,M004,C003094,355.21,CARD,captured,21,0,1,1,355.21,0.0
TXN001761,M001,C006954,3776.34,NETBANKING,captured,2,1,1,1,3776.34,0.0
TXN001762,M001,C000621,2567.63,WALLET,captured,21,0,0,0,2567.63,0.0
TXN001763,M005,C003466,827.97,CARD,captured,4,2,1,1,827.97,0.0
TXN001764,M004,C006191,301.75,NETBANKING,captured,17,0,1,1,301.75,0.0
TXN001765,M003,C009824,1137.11,UPI,captured,0,0,0,0,1137.11,0.0
TXN001766,M004,C005245,1005.59,UPI,captured,20,2,1,1,1005.59,0.0
TXN001767,M001,C005415,866.53,UPI,captured,21,3,1,1,866.53,0.0
TXN001768,M001,C004936,3104.18,NETBANKING,captured,10,0,1,1,3104.18,0.0
TXN001769,M004,C009753,3536.25,CARD,captured,23,2,1,1,3536.25,0.0
TXN001770,M004,C006714,1885.69,UPI,captured,7,2,1,1,1885.69,0.0
TXN001771,M001,C006075,4413.72,CARD,captured,15,1,1,1,4413.72,0.0
TXN001772,M003,C006682,142.23,CARD,failed,9,0,1,0,0.0,142.23
TXN001773,M005,C005417,1050.19,WALLET,captured,22,1,0,0,1050.19,0.0
TXN001774,M005,C008236,1010.9,UPI,captured,19,1,1,1,1010.9,0.0
TXN001775,M004,C004470,2627.22,NETBANKING,captured,20,0,1,1,2627.22,0.0
TXN001776,M005,C006757,1038.21,UPI,captured,1,0,1,1,1038.21,0.0
TXN001777,M001,C001028,2088.8,CARD,captured,9,0,1,1,2088.8,0.0
TXN001778,M001,C009919,911.15,CARD,captured,16,1,1,1,911.15,0.0
TXN001779,M004,C009025,781.16,WALLET,captured,6,2,1,1,781.16,0.0
TXN001780,M004,C007801,2542.38,UPI,captured,3,0,1,1,2542.38,0.0
TXN001781,M004,C001389,1337.47,NETBANKING,captured,5,0,1,1,1337.47,0.0
TXN001782,M003,C000913,1712.46,UPI,captured,14,2,1,1,1712.46,0.0
TXN001783,M005,C009285,496.59,CARD,failed,22,2,0,0,0.0,496.59
TXN001784,M004,C007640,2303.69,UPI,captured,0,2,1,1,2303.69,0.0
TXN001785,M002,C007673,565.85,NETBANKING,captured,11,1,1,1,565.85,0.0
TXN001786,M002,C005433,5273.93,WALLET,captured,6,1,1,1,5273.93,0.0
TXN001787,M001,C005192,1090.95,CARD,captured,15,0,1,1,1090.95,0.0
TXN001788,M005,C009462,961.77,UPI,captured,21,1,1,1,961.77,0.0
TXN001789,M004,C000758,2734.63,UPI,captured,21,1,1,1,2734.63,0.0
TXN001790,M002,C009981,1285.16,UPI,captured,8,2,1,1,1285.16,0.0
TXN001791,M005,C008044,2377.96,CARD,captured,9,0,1,1,2377.96,0.0
TXN001792,M001,C005193,1054.56,CARD,captured,21,1,1,1,1054.56,0.0
TXN001793,M003,C002834,2370.41,CARD,captured,17,0,0,0,2370.41,0.0
TXN001794,M005,C007696,1259.98,CARD,captured,14,0,1,1,1259.98,0.0
TXN001795,M005,C003062,2679.76,NETBANKING,captured,10,1,1,1,2679.76,0.0
TXN001796,M003,C002088,3363.03,UPI,captured,21,0,1,1,3363.03,0.0
TXN001797,M005,C003111,377.04,UPI,captured,21,3,1,1,377.04,0.0
TXN001798,M001,C007029,1783.32,UPI,captured,8,0,1,1,1783.32,0.0
TXN001799,M001,C003244,5788.96,WALLET,failed,20,0,1,0,0.0,5788.96
TXN001800,M003,C007658,2195.63,WALLET,captured,10,0,1,1,2195.63,0.0
TXN001801,M004,C007600,9421.85,UPI,captured,5,2,0,0,9421.85,0.0
TXN001802,M002,C001725,637.43,UPI,captured,9,0,1,1,637.43,0.0
TXN001803,M004,C009126,1646.32,CARD,captured,12,0,0,0,1646.32,0.0
TXN001804,M005,C000555,1978.56,UPI,captured,2,3,1,1,1978.56,0.0
TXN001805,M002,C008196,878.75,UPI,captured,5,0,1,1,878.75,0.0
TXN001806,M003,C001285,498.44,NETBANKING,captured,7,0,1,1,498.44,0.0
TXN001807,M003,C004977,7599.56,CARD,failed,1,0,1,0,0.0,7599.56
TXN001808,M002,C006159,3287.11,UPI,captured,17,0,0,0,3287.11,0.0
TXN001809,M001,C008280,2092.88,UPI,captured,12,0,1,1,2092.88,0.0
TXN001810,M002,C006104,1391.72,UPI,captured,23,0,1,1,1391.72,0.0
TXN001811,M005,C005104,1498.63,CARD,failed,4,0,1,0,0.0,1498.63
TXN001812,M001,C009833,2213.71,UPI,failed,19,0,1,1,0.0,2213.71
TXN001813,M003,C000217,4246.62,UPI,captured,4,0,0,0,4246.62,0.0
TXN001814,M002,C006554,760.89,WALLET,failed,0,1,0,0,0.0,760.89
TXN001815,M004,C008383,1457.56,CARD,captured,0,0,1,1,1457.56,0.0
TXN001816,M004,C001734,996.26,UPI,captured,18,3,1,1,996.26,0.0
TXN001817,M005,C004713,575.07,WALLET,captured,2,0,0,0,575.07,0.0
TXN001818,M004,C007195,819.79,UPI,captured,9,0,1,1,819.79,0.0
TXN001819,M002,C001206,1592.45,CARD,captured,13,0,1,1,1592.45,0.0
TXN001820,M002,C002643,1054.22,UPI,captured,10,0,1,1,1054.22,0.0
TXN001821,M004,C006374,1368.99,UPI,captured,12,0,1,1,1368.99,0.0
TXN001822,M002,C003356,2391.58,UPI,captured,3,3,1,1,2391.58,0.0
TXN001823,M005,C002165,3374.71,CARD,captured,3,2,1,1,3374.71,0.0
TXN001824,M001,C000100,11193.05,UPI,captured,22,1,1,1,11193.05,0.0
TXN001825,M005,C000600,2482.43,NETBANKING,captured,15,1,1,1,2482.43,0.0
TXN001826,M005,C009052,817.69,CARD,captured,5,0,1,1,817.69,0.0
TXN001827,M002,C005785,3236.28,WALLET,captured,2,1,1,1,3236.28,0.0
TXN001828,M001,C006439,1038.66,UPI,captured,2,0,1,1,1038.66,0.0
TXN001829,M002,C005843,765.6,UPI,captured,9,0,0,0,765.6,0.0
TXN001830,M003,C007181,2204.49,NETBANKING,failed,1,0,1,0,0.0,2204.49
TXN001831,M002,C007743,4150.54,UPI,captured,23,0,1,1,4150.54,0.0
TXN001832,M002,C009186,825.16,CARD,captured,23,0,1,1,825.16,0.0
TXN001833,M002,C003911,1723.86,CARD,captured,22,1,1,1,1723.86,0.0
TXN001834,M001,C009369,1929.62,CARD,captured,18,1,1,1,1929.62,0.0
TXN001835,M002,C005821,627.13,UPI,captured,6,0,1,1,627.13,0.0
TXN001836,M001,C001377,426.17,UPI,captured,14,0,1,1,426.17,0.0
TXN001837,M004,C008764,436.03,WALLET,captured,19,0,1,1,436.03,0.0
TXN001838,M003,C009708,3725.96,UPI,captured,22,0,1,1,3725.96,0.0
TXN001839,M001,C004660,924.19,UPI,captured,14,0,1,1,924.19,0.0
TXN001840,M004,C008372,808.98,CARD,captured,0,0,0,0,808.98,0.0
TXN001841,M001,C000726,1728.07,UPI,captured,8,0,1,1,1728.07,0.0
TXN001842,M001,C001041,3792.01,UPI,captured,14,0,1,1,3792.01,0.0
TXN001843,M003,C006270,527.55,NETBANKING,captured,7,1,1,1,527.55,0.0
TXN001844,M005,C000082,295.73,NETBANKING,captured,3,0,1,1,295.73,0.0
TXN001845,M005,C005736,4361.02,NETBANKING,captured,11,0,1,1,4361.02,0.0
TXN001846,M001,C001206,2020.37,UPI,captured,4,0,1,1,2020.37,0.0
TXN001847,M002,C006674,567.84,CARD,captured,18,1,1,1,567.84,0.0
TXN001848,M004,C005773,943.27,UPI,captured,5,0,1,1,943.27,0.0
TXN001849,M002,C006143,600.71,NETBANKING,captured,21,0,1,1,600.71,0.0
TXN001850,M002,C002982,2234.91,UPI,captured,22,1,1,1,2234.91,0.0
TXN001851,M001,C005307,3035.9,UPI,captured,12,0,1,1,3035.9,0.0
TXN001852,M001,C003447,2287.98,NETBANKING,captured,14,0,1,1,2287.98,0.0
TXN001853,M001,C009683,1530.16,UPI,failed,20,0,1,1,0.0,1530.16
TXN001854,M001,C002289,1812.53,CARD,captured,21,0,1,1,1812.53,0.0
TXN001855,M005,C005857,740.01,WALLET,captured,0,3,1,1,740.01,0.0
TXN001856,M001,C002382,938.86,UPI,captured,23,0,1,1,938.86,0.0
TXN001857,M005,C008240,1345.87,WALLET,captured,15,1,0,0,1345.87,0.0
TXN001858,M005,C004009,1073.48,UPI,captured,20,0,1,1,1073.48,0.0
TXN001859,M001,C007272,1340.03,CARD,captured,11,0,1,1,1340.03,0.0
TXN001860,M003,C008655,367.22,CARD,captured,22,1,0,0,367.22,0.0
TXN001861,M004,C005194,2710.76,CARD,captured,0,0,1,1,2710.76,0.0
TXN001862,M002,C007735,568.1,UPI,captured,2,0,1,1,568.1,0.0
TXN001863,M005,C002365,248.01,CARD,captured,9,1,1,1,248.01,0.0
TXN001864,M004,C007922,755.78,CARD,captured,23,1,1,1,755.78,0.0
TXN001865,M003,C001794,1127.19,UPI,captured,8,0,1,1,1127.19,0.0
TXN001866,M002,C003541,6728.69,CARD,captured,5,0,1,1,6728.69,0.0
TXN001867,M002,C009226,905.89,UPI,failed,18,0,1,1,0.0,905.89
TXN001868,M005,C008780,1584.11,NETBANKING,captured,2,2,1,1,1584.11,0.0
TXN001869,M001,C007426,1731.16,UPI,failed,7,0,0,0,0.0,1731.16
TXN001870,M003,C005753,398.66,CARD,captured,15,0,1,1,398.66,0.0
TXN001871,M005,C006977,1231.26,CARD,captured,8,0,1,1,1231.26,0.0
TXN001872,M003,C002775,1084.03,CARD,failed,20,0,1,0,0.0,1084.03
TXN001873,M001,C000476,1432.14,UPI,captured,5,3,1,1,1432.14,0.0
TXN001874,M001,C004341,1878.91,UPI,captured,13,3,1,1,1878.91,0.0
TXN001875,M005,C007505,2645.56,CARD,captured,1,0,1,1,2645.56,0.0
TXN001876,M001,C004584,675.08,UPI,failed,15,0,1,0,0.0,675.08
TXN001877,M004,C007889,1971.52,NETBANKING,captured,5,0,1,1,1971.52,0.0
TXN001878,M002,C005024,747.88,CARD,captured,6,0,1,1,747.88,0.0
TXN001879,M005,C005582,646.66,UPI,captured,13,1,1,1,646.66,0.0
TXN001880,M003,C005486,5442.87,CARD,failed,13,2,1,0,0.0,5442.87
TXN001881,M004,C003567,314.0,WALLET,captured,13,1,1,1,314.0,0.0
TXN001882,M005,C006361,885.97,UPI,failed,23,2,1,0,0.0,885.97
TXN001883,M001,C001349,1600.14,UPI,captured,8,0,1,1,1600.14,0.0
TXN001884,M001,C002358,829.17,UPI,captured,0,0,0,0,829.17,0.0
TXN001885,M001,C005001,1510.61,UPI,captured,0,0,0,0,1510.61,0.0
TXN001886,M001,C005215,457.47,CARD,captured,4,1,1,1,457.47,0.0
TXN001887,M003,C005909,306.07,UPI,failed,5,1,1,0,0.0,306.07
TXN001888,M004,C004609,665.48,CARD,captured,22,0,0,0,665.48,0.0
